calling phone;receiving phone;date;price
46;99;2021-01-12;1
31;33;2020-03-25;13
74;87;2020-07-22;18
52;10;2020-10-29;7
98;76;2020-08-07;6
53;29;2020-01-29;1
26;50;2020-06-11;19
71;81;2020-10-14;19
60;82;2020-11-23;8
79;20;2020-11-22;3
27;88;2020-05-24;3
56;55;2020-07-31;5
81;87;2020-10-30;13
90;79;2020-11-05;6
25;26;2020-01-11;1
10;74;2020-10-22;11
55;80;2020-09-15;17
96;34;2020-04-07;8
96;28;2020-05-05;2
27;39;2020-06-28;10
55;45;2020-04-14;18
79;33;2020-01-14;16
12;54;2020-12-25;13
92;84;2020-05-13;13
92;47;2020-05-27;12
89;64;2020-03-19;18
14;83;2020-12-24;11
28;88;2020-01-13;8
96;43;2020-05-04;9
19;73;2020-10-31;15
23;76;2020-02-21;15
38;37;2021-01-11;13
24;71;2020-04-14;11
77;14;2020-05-09;6
72;55;2020-10-28;1
22;93;2020-01-14;18
68;84;2020-08-17;4
52;60;2020-05-25;13
45;16;2020-02-06;14
67;55;2020-08-03;4
99;63;2020-12-08;14
62;28;2020-07-18;12
36;38;2020-09-16;12
62;26;2020-02-17;9
38;30;2020-02-28;1
17;82;2020-08-27;2
88;45;2020-10-22;3
22;19;2020-01-16;12
28;84;2021-01-02;11
22;83;2020-12-10;17
75;98;2020-05-28;4
65;61;2020-07-03;19
14;80;2020-07-14;6
77;98;2020-12-02;10
89;36;2020-01-18;7
52;24;2020-11-25;8
36;34;2021-01-15;11
61;34;2020-01-22;7
18;84;2020-09-22;15
51;91;2020-06-27;17
78;81;2020-10-25;10
62;58;2020-04-11;0
35;14;2020-04-20;0
57;86;2020-02-01;8
60;60;2020-01-03;10
77;24;2020-09-23;2
17;87;2020-09-24;6
15;18;2020-03-27;6
59;67;2020-02-24;8
72;76;2020-03-23;19
20;89;2020-10-21;10
65;23;2020-03-18;8
22;40;2020-01-24;11
40;31;2020-03-22;15
54;21;2020-08-18;15
48;26;2020-06-03;6
79;73;2020-08-02;13
46;80;2020-02-13;6
35;30;2020-03-24;3
81;95;2020-10-23;6
87;84;2020-10-30;18
49;84;2020-09-01;9
92;45;2021-01-07;8
21;39;2020-01-22;5
31;13;2020-02-21;7
97;37;2020-08-05;17
57;58;2020-08-28;16
67;98;2020-06-18;0
61;81;2020-06-16;15
70;48;2020-06-05;2
23;90;2020-10-20;9
79;59;2020-01-28;11
90;94;2020-06-09;2
82;39;2020-10-12;17
77;83;2020-11-08;8
97;40;2020-08-12;13
78;16;2020-08-27;18
45;72;2020-10-27;10
50;77;2021-01-10;12
99;41;2020-02-17;4
29;13;2020-09-14;16
17;65;2020-07-25;7
36;20;2020-11-30;12
93;18;2020-11-27;17
68;86;2020-07-12;9
74;10;2020-09-06;2
89;73;2020-02-27;7
35;93;2020-09-26;19
91;96;2021-01-16;3
25;48;2020-12-21;17
62;68;2020-07-24;5
86;62;2020-09-13;11
31;67;2020-10-06;9
24;80;2020-03-10;13
83;15;2020-02-05;14
83;57;2020-10-03;8
58;99;2021-01-07;19
77;99;2020-04-05;1
58;54;2020-12-17;3
77;75;2020-11-01;13
54;69;2020-09-15;1
11;75;2020-08-27;9
40;29;2020-10-03;8
89;58;2020-11-05;7
55;65;2020-12-15;9
68;89;2020-12-08;18
44;99;2020-04-22;2
84;66;2020-03-01;0
76;45;2020-03-20;15
97;33;2020-03-28;17
84;24;2020-03-20;6
79;80;2020-09-14;14
47;85;2020-10-19;12
89;21;2020-08-05;6
31;27;2020-06-05;7
90;54;2020-10-14;7
90;35;2020-03-17;15
99;47;2020-04-28;10
65;85;2020-09-04;12
51;48;2020-03-22;0
65;12;2020-11-27;12
37;62;2020-02-23;4
31;67;2020-01-18;3
22;49;2020-12-11;5
97;13;2020-05-15;2
75;75;2020-12-16;0
39;52;2020-10-01;2
99;37;2020-09-08;5
43;63;2020-02-02;5
30;83;2020-08-03;16
37;58;2020-01-21;0
74;82;2020-11-22;6
16;24;2020-03-08;12
30;85;2020-04-25;6
31;54;2020-06-21;10
22;37;2020-12-19;4
61;22;2020-03-07;7
74;38;2020-04-21;12
56;68;2020-06-13;4
95;83;2020-05-09;15
37;83;2020-07-01;15
66;67;2020-05-05;2
48;82;2020-07-17;16
26;72;2020-02-10;19
62;87;2020-09-30;5
42;67;2020-01-01;5
84;53;2020-10-21;5
27;80;2020-07-10;12
47;79;2020-11-08;9
25;41;2020-10-16;14
93;86;2020-07-29;0
37;68;2020-01-17;10
93;84;2020-02-01;19
75;97;2020-03-21;7
14;31;2020-01-27;9
58;75;2020-09-18;13
52;29;2020-10-28;5
57;69;2020-08-14;6
69;71;2020-07-15;13
43;55;2020-12-31;5
13;49;2020-04-18;12
45;20;2020-04-06;6
95;90;2020-09-20;7
82;16;2020-07-08;0
57;74;2020-02-07;0
94;97;2020-03-13;10
32;12;2020-08-04;14
83;65;2020-08-26;13
42;47;2021-01-11;19
53;97;2020-03-23;1
97;85;2020-04-05;3
13;65;2020-07-16;18
21;56;2020-03-26;6
91;39;2020-03-23;1
32;47;2020-02-16;17
35;36;2021-01-08;8
63;12;2021-01-03;8
66;52;2020-01-18;8
32;80;2020-06-09;0
33;68;2020-04-20;10
97;34;2020-03-04;18
11;23;2020-04-29;17
91;48;2020-10-05;13
64;45;2020-10-21;15
97;17;2020-12-29;0
97;85;2020-12-18;8
50;14;2020-03-05;14
94;55;2020-05-01;2
81;26;2020-03-15;9
69;87;2020-12-31;4
72;83;2020-09-22;18
86;57;2020-09-12;8
70;93;2020-10-06;5
42;10;2020-06-13;8
70;48;2020-04-27;12
52;72;2020-05-04;14
31;81;2021-01-16;2
36;41;2020-12-02;17
30;28;2020-04-03;10
52;71;2020-09-20;3
33;58;2020-03-08;2
13;85;2020-02-17;5
48;75;2020-01-28;14
37;41;2020-08-18;7
48;78;2020-10-25;15
49;15;2020-06-06;19
33;45;2020-05-15;10
52;25;2020-11-11;4
14;63;2020-07-04;14
59;87;2020-09-30;6
89;19;2020-07-08;11
14;31;2020-06-07;3
15;16;2020-03-15;4
58;68;2020-05-28;11
59;71;2020-12-17;6
24;60;2021-01-13;11
21;61;2020-07-24;4
74;51;2020-04-03;15
97;72;2020-06-02;12
23;14;2020-12-20;5
78;43;2021-01-09;8
53;91;2020-08-31;2
31;92;2020-08-31;13
53;87;2020-04-17;12
42;20;2020-05-07;9
27;63;2020-10-05;15
71;95;2020-03-20;19
86;24;2021-01-10;19
18;31;2020-09-03;18
57;87;2020-01-17;4
55;34;2020-03-09;14
23;97;2020-01-21;9
88;72;2020-04-20;14
13;20;2021-01-13;17
55;29;2020-06-23;14
11;53;2020-06-26;5
69;88;2020-08-18;18
72;97;2020-04-29;3
35;81;2020-02-27;12
92;63;2020-07-18;16
74;92;2020-12-13;19
44;41;2020-06-19;8
38;88;2020-09-22;1
29;62;2020-07-20;4
82;10;2020-01-04;3
83;22;2020-05-26;6
34;86;2020-05-24;0
77;88;2020-08-01;19
49;17;2020-04-18;9
74;87;2020-05-25;13
27;60;2020-02-29;17
18;68;2020-06-15;13
39;95;2020-09-22;19
47;90;2020-03-14;2
41;95;2020-01-23;6
48;66;2020-07-20;0
99;12;2020-10-18;19
67;25;2020-03-15;17
73;91;2020-07-19;2
19;92;2020-01-09;9
15;97;2020-07-07;10
35;48;2020-06-23;3
96;85;2020-10-22;14
85;33;2020-03-18;3
64;33;2020-08-08;7
94;31;2020-03-03;9
66;41;2020-08-12;17
22;64;2020-03-07;6
47;70;2020-05-24;7
65;95;2020-06-20;6
17;15;2020-04-25;17
66;75;2020-09-15;9
93;11;2020-05-29;1
91;96;2020-11-01;10
11;47;2020-10-02;15
41;40;2020-06-02;5
94;34;2020-04-26;8
28;61;2020-02-28;14
67;75;2021-01-09;3
38;71;2020-02-23;6
86;30;2020-07-18;13
29;77;2020-12-03;3
96;70;2020-07-17;2
40;60;2020-06-26;12
80;97;2020-11-29;13
37;32;2020-01-19;7
41;46;2020-01-17;12
50;46;2020-12-05;9
62;17;2020-03-26;0
88;25;2020-01-16;3
90;25;2020-10-20;6
58;85;2020-06-16;16
23;32;2020-12-22;2
43;30;2020-07-05;13
51;80;2020-05-13;16
46;39;2020-01-06;3
51;49;2020-04-11;8
34;17;2020-06-15;13
92;74;2021-01-16;1
20;79;2020-03-29;13
96;95;2020-12-26;18
80;45;2020-02-19;16
66;16;2020-07-25;3
71;82;2020-03-29;6
85;55;2021-01-10;11
73;96;2021-01-02;1
97;26;2020-06-20;15
58;41;2020-12-11;15
90;24;2020-09-29;7
10;18;2020-11-23;10
89;83;2020-04-21;15
58;13;2020-04-15;17
31;50;2020-07-23;5
96;56;2020-10-24;6
79;29;2020-03-08;19
52;74;2020-08-15;1
78;49;2020-03-18;19
30;14;2020-11-03;12
43;79;2020-04-01;16
61;19;2020-02-27;4
72;84;2020-02-27;12
97;53;2020-01-25;7
39;51;2020-01-18;16
99;79;2020-04-29;4
56;49;2020-01-15;8
87;82;2020-12-08;4
93;64;2020-06-17;3
53;30;2020-12-15;15
39;93;2020-05-11;11
84;50;2020-07-28;14
73;61;2020-10-18;5
55;88;2020-08-12;4
27;38;2020-08-08;14
27;54;2020-01-04;5
92;68;2020-08-22;13
74;79;2020-12-05;4
36;86;2020-04-03;14
61;74;2021-01-08;18
60;88;2020-06-26;18
85;63;2020-04-20;10
83;54;2020-11-09;14
30;51;2020-12-12;5
12;20;2020-09-24;2
51;58;2020-02-08;18
68;66;2020-02-19;3
95;78;2020-03-16;2
26;99;2020-01-18;12
51;73;2020-03-05;4
92;17;2020-11-03;12
83;90;2020-01-01;11
56;67;2020-12-11;8
53;52;2020-06-18;17
14;39;2020-07-14;11
49;66;2020-06-17;9
99;39;2020-06-28;15
70;50;2020-10-25;19
74;44;2020-07-06;13
96;19;2020-04-29;12
65;93;2021-01-11;17
13;61;2020-08-03;8
23;24;2020-05-01;2
51;30;2020-07-23;1
35;99;2021-01-15;8
91;14;2020-08-31;0
32;91;2020-03-14;7
27;15;2020-09-22;10
96;79;2020-10-25;12
48;13;2020-04-02;18
38;78;2020-04-07;3
49;19;2020-04-12;13
78;49;2020-03-15;12
20;87;2020-11-22;3
80;33;2020-10-29;4
68;48;2020-06-15;5
29;65;2020-03-29;15
55;30;2020-05-20;1
76;84;2020-10-01;12
16;20;2020-02-16;4
80;17;2020-07-21;1
10;28;2020-06-10;0
48;14;2020-10-25;18
24;54;2020-08-30;16
74;71;2020-09-07;7
63;15;2021-01-17;7
23;71;2020-04-09;18
10;21;2020-07-25;12
21;43;2020-08-26;11
66;35;2020-12-08;7
90;72;2021-01-09;2
20;25;2020-07-29;10
54;86;2020-04-30;5
51;86;2020-12-12;1
16;33;2020-08-22;16
83;20;2020-05-22;10
55;76;2020-03-05;8
36;36;2020-05-05;4
41;28;2020-05-08;13
29;98;2020-09-22;1
28;12;2020-07-27;11
49;27;2020-02-19;15
54;14;2020-11-26;5
20;63;2020-12-02;14
74;90;2020-07-18;4
54;30;2020-05-09;17
12;88;2020-12-04;14
14;24;2020-02-27;10
33;16;2020-10-02;12
33;55;2020-04-16;4
58;67;2020-10-03;13
97;58;2020-08-03;9
75;41;2020-05-04;16
61;82;2020-10-14;0
61;57;2020-07-11;13
99;85;2020-05-21;2
13;49;2020-10-20;14
43;20;2020-02-03;12
93;72;2020-12-12;12
19;83;2020-11-20;7
70;49;2020-03-14;12
45;97;2020-12-05;5
71;52;2020-04-22;0
32;59;2020-06-08;6
30;85;2020-04-07;18
20;27;2020-04-05;17
42;19;2020-09-27;19
44;80;2020-12-06;10
48;10;2020-08-15;17
97;97;2020-09-04;15
61;14;2020-06-11;13
19;65;2020-09-16;12
71;40;2020-05-02;10
27;89;2020-08-07;19
48;96;2020-04-11;4
23;51;2020-12-02;18
39;44;2020-12-25;4
27;93;2020-11-14;0
37;36;2020-03-04;13
13;20;2020-12-14;6
10;28;2020-09-20;4
35;21;2020-11-22;15
28;39;2020-09-10;8
30;65;2021-01-08;19
51;49;2020-01-13;10
91;15;2020-05-15;5
60;80;2020-10-28;2
31;76;2020-09-22;1
65;11;2020-10-11;12
54;30;2020-05-30;4
31;10;2020-11-29;5
42;20;2020-06-27;14
12;39;2020-04-13;14
99;93;2020-10-17;7
11;46;2020-07-16;9
85;87;2020-09-15;16
94;84;2020-03-27;6
85;92;2021-01-10;4
39;91;2020-01-10;14
53;73;2020-08-03;17
13;26;2020-03-20;18
31;58;2020-08-01;14
26;84;2020-04-13;10
30;83;2020-12-22;4
94;31;2020-11-12;14
50;32;2020-09-19;9
40;76;2020-08-09;16
68;33;2020-04-15;17
36;17;2020-10-04;18
84;78;2020-12-07;2
52;89;2021-01-17;5
76;65;2021-01-06;19
83;36;2020-02-20;19
99;15;2020-09-27;9
95;31;2020-01-07;11
90;60;2020-05-18;7
34;30;2020-12-16;8
77;11;2020-01-02;5
33;14;2020-10-18;6
74;77;2020-02-03;8
89;14;2020-09-12;17
44;86;2020-10-30;8
24;61;2020-10-12;16
72;63;2020-12-10;5
61;90;2020-09-20;19
40;48;2020-08-16;8
56;50;2020-11-29;1
52;82;2020-04-08;14
86;82;2020-08-15;9
76;77;2020-02-29;4
79;45;2020-09-15;18
19;59;2020-03-15;0
70;92;2020-10-10;11
76;49;2020-05-17;1
92;75;2020-02-19;16
81;59;2020-11-02;7
84;72;2020-07-18;6
43;41;2020-11-27;2
36;76;2020-12-04;7
29;23;2021-01-10;18
79;80;2020-10-17;15
44;36;2020-10-06;13
45;25;2020-09-11;8
59;30;2020-06-24;18
46;24;2020-02-28;19
38;71;2020-03-05;5
28;16;2020-12-01;8
74;11;2020-02-19;12
28;12;2021-01-19;15
43;24;2020-01-13;14
71;21;2021-01-14;3
86;15;2020-06-29;0
10;33;2020-05-10;4
67;92;2020-12-22;11
85;62;2020-08-24;12
51;84;2021-01-08;14
33;71;2020-10-11;5
90;34;2020-08-16;16
14;53;2020-06-23;18
24;59;2020-11-25;4
91;17;2020-09-07;15
16;76;2020-07-11;1
59;68;2020-07-27;1
26;52;2021-01-04;4
10;59;2020-12-03;10
30;25;2020-09-18;7
99;12;2020-04-28;2
56;10;2020-09-30;1
94;11;2020-07-07;9
53;47;2020-07-31;17
23;22;2020-04-22;15
56;76;2020-09-19;11
71;43;2020-01-04;16
95;59;2020-08-17;19
98;65;2020-02-24;10
36;23;2020-09-01;16
89;86;2021-01-06;5
60;58;2020-12-17;9
99;37;2020-08-06;18
11;43;2020-11-26;17
55;19;2020-12-06;5
33;40;2020-10-06;14
18;28;2020-12-03;3
46;81;2020-01-28;16
26;74;2020-09-09;5
28;17;2020-12-23;6
68;86;2020-08-04;7
61;78;2021-01-12;7
38;81;2020-06-08;17
63;20;2020-04-14;17
15;58;2021-01-02;11
46;67;2020-03-25;19
24;73;2020-07-18;5
87;77;2020-09-22;10
59;28;2020-03-29;12
46;16;2020-12-17;12
89;77;2020-04-20;9
67;36;2020-10-16;13
95;17;2020-05-18;0
72;50;2020-07-25;11
43;46;2020-02-11;3
56;62;2020-12-11;17
89;22;2020-01-04;2
86;85;2020-01-12;0
65;58;2020-11-21;14
53;92;2020-12-20;10
96;99;2020-01-03;3
67;53;2020-06-12;13
50;99;2020-06-25;18
27;98;2020-09-16;0
23;54;2020-11-26;13
62;95;2020-03-07;9
91;35;2020-02-29;7
77;68;2020-03-24;15
92;82;2020-10-02;13
36;74;2020-05-21;16
74;29;2020-08-28;10
61;87;2021-01-11;5
73;27;2020-01-10;18
25;64;2020-06-01;3
19;88;2020-11-10;2
30;67;2020-05-26;6
54;97;2020-04-16;17
19;25;2021-01-16;14
60;34;2020-05-06;2
36;20;2020-07-24;19
90;75;2020-07-19;9
87;19;2020-01-01;7
99;55;2020-10-09;5
89;80;2020-04-17;1
37;86;2020-02-22;6
60;10;2020-12-21;19
38;73;2020-05-30;9
83;95;2020-07-13;1
67;59;2020-12-09;12
74;44;2020-04-12;7
41;63;2021-01-18;13
24;36;2020-03-29;7
90;63;2020-07-25;12
45;27;2020-08-09;0
87;60;2020-08-19;0
83;44;2020-05-25;9
43;10;2020-12-09;0
81;22;2020-07-20;8
52;60;2020-11-09;13
91;73;2020-08-23;15
71;37;2020-08-05;9
53;93;2020-07-01;14
67;88;2020-09-02;16
82;96;2020-06-02;13
10;27;2020-10-30;19
46;39;2020-02-20;17
19;89;2020-11-30;0
79;15;2020-09-14;8
28;85;2020-03-11;8
56;80;2020-07-01;0
67;45;2020-03-05;13
11;30;2021-01-15;7
28;85;2020-10-22;16
35;44;2020-04-03;7
59;87;2020-01-30;9
76;37;2020-07-17;0
95;15;2020-11-17;17
79;86;2020-12-22;3
45;89;2020-10-22;0
15;96;2020-09-22;18
26;96;2020-12-17;4
88;23;2020-05-20;9
11;80;2020-03-26;0
10;57;2020-02-04;7
87;66;2020-05-06;16
27;95;2020-08-19;7
17;41;2020-12-06;8
87;22;2020-09-14;8
77;53;2020-09-09;15
15;33;2020-06-07;12
74;65;2020-08-23;2
50;22;2020-09-17;19
98;75;2020-12-02;15
29;46;2020-01-08;9
45;42;2021-01-08;16
89;62;2020-05-03;16
21;64;2020-03-16;4
66;61;2020-09-28;9
15;50;2020-11-12;0
58;98;2020-05-27;10
53;28;2020-04-19;18
82;57;2020-03-21;14
24;29;2020-08-14;15
54;56;2020-06-06;13
14;75;2020-12-04;4
85;70;2020-06-10;12
72;70;2020-08-06;2
24;33;2020-10-17;12
95;97;2020-12-17;3
71;44;2020-02-16;16
15;75;2020-11-12;10
35;81;2020-06-06;19
72;84;2020-04-07;8
35;15;2020-05-04;10
72;47;2020-11-04;12
86;40;2020-07-08;7
73;26;2020-04-01;14
84;52;2020-07-17;6
93;76;2020-03-19;5
81;69;2020-08-11;3
24;99;2020-08-09;14
62;73;2020-07-06;9
85;84;2020-06-30;2
44;99;2020-08-25;19
44;53;2020-09-30;11
51;30;2020-02-04;0
97;44;2020-01-30;11
90;17;2020-02-02;14
92;41;2020-03-06;17
17;41;2020-05-29;4
39;54;2021-01-12;5
58;41;2020-03-01;3
36;37;2020-05-26;14
11;34;2020-07-20;9
65;56;2020-06-30;14
46;33;2020-10-06;3
48;52;2020-02-20;5
52;78;2020-04-04;6
69;73;2020-11-27;10
56;12;2020-01-08;10
68;27;2020-01-01;6
89;61;2020-07-22;9
11;70;2020-10-10;6
77;93;2021-01-08;0
62;34;2020-10-07;1
46;21;2020-01-06;2
54;25;2021-01-11;14
29;91;2020-11-29;1
97;40;2020-02-08;11
87;19;2020-08-16;11
97;87;2020-01-12;6
58;68;2020-03-16;4
12;76;2020-11-24;1
23;50;2020-09-24;15
68;23;2020-07-15;12
97;32;2020-06-12;15
56;42;2020-02-12;18
37;24;2020-05-18;0
29;98;2020-07-03;9
34;35;2020-02-19;18
30;51;2020-07-28;17
67;44;2020-07-15;0
69;59;2020-02-24;9
99;63;2020-04-18;5
89;71;2020-02-11;6
30;61;2021-01-18;1
51;98;2020-02-15;18
59;97;2020-03-12;16
11;89;2020-12-20;13
76;48;2020-02-10;6
40;21;2020-03-31;8
97;97;2020-02-17;12
48;69;2020-03-14;4
11;57;2020-02-10;12
90;95;2021-01-06;14
85;57;2020-02-17;11
90;98;2020-10-27;12
89;49;2020-07-20;1
16;60;2020-12-16;12
12;76;2020-04-25;18
72;31;2020-12-12;6
47;18;2020-07-30;12
36;91;2020-01-19;7
42;31;2020-10-15;18
43;76;2020-11-26;13
51;27;2020-06-10;18
36;69;2020-05-22;14
64;43;2020-07-04;15
51;29;2020-05-28;0
77;64;2021-01-17;9
81;17;2020-01-01;18
29;39;2020-11-19;8
42;35;2020-01-19;17
83;61;2020-03-21;18
93;10;2020-03-26;6
45;20;2020-10-13;14
80;64;2020-09-30;11
36;31;2020-12-26;19
20;71;2020-04-19;3
50;82;2020-05-09;6
21;83;2020-08-01;5
36;73;2020-05-27;17
61;88;2020-09-15;12
33;98;2020-10-21;19
54;34;2020-03-03;0
86;84;2020-12-10;13
36;99;2020-08-01;0
49;78;2020-07-25;11
36;12;2020-04-12;1
78;92;2020-07-21;13
30;11;2020-06-10;4
32;58;2021-01-12;1
45;42;2020-06-03;11
67;77;2020-06-15;10
11;70;2020-04-07;11
59;59;2020-09-25;5
27;98;2020-11-27;6
75;54;2020-05-17;9
24;47;2020-06-20;8
40;76;2020-06-11;13
60;78;2020-08-26;8
95;12;2020-10-31;19
74;59;2020-08-19;8
49;30;2020-06-26;5
78;52;2020-11-22;6
41;75;2020-08-12;18
23;26;2020-06-02;14
33;30;2020-06-14;16
83;74;2021-01-17;6
44;51;2020-05-14;10
93;53;2020-03-31;17
11;89;2020-03-13;13
40;14;2020-06-08;6
39;43;2020-08-22;19
12;60;2021-01-08;7
34;91;2020-10-29;6
45;76;2020-08-22;14
96;80;2020-01-29;15
79;36;2020-07-28;13
81;62;2020-08-11;5
88;78;2020-02-12;7
55;44;2020-06-04;11
21;38;2020-12-16;6
44;78;2020-11-10;18
52;31;2020-07-26;5
37;21;2020-09-09;3
95;13;2020-02-08;0
84;74;2020-12-09;8
93;73;2020-07-06;18
97;52;2020-02-20;10
47;78;2020-10-31;6
71;39;2020-01-13;3
36;82;2020-02-11;17
50;16;2020-09-21;12
55;56;2020-08-05;11
62;36;2020-11-17;2
61;55;2020-05-15;5
66;96;2020-04-29;15
89;96;2020-08-28;5
60;31;2020-08-23;14
31;21;2020-04-20;9
87;95;2020-09-24;11
66;68;2020-12-26;10
58;39;2020-08-14;6
96;66;2020-12-03;19
48;89;2020-09-28;3
92;43;2020-10-09;13
14;69;2020-05-02;1
92;61;2020-12-14;17
59;79;2020-03-15;2
40;38;2020-05-13;18
39;66;2020-08-18;11
67;15;2020-04-03;12
67;57;2020-04-20;17
54;78;2020-08-05;6
68;91;2020-03-10;9
87;64;2020-03-13;11
92;47;2020-04-02;3
84;95;2020-07-22;2
90;87;2020-07-16;6
81;82;2020-03-13;16
72;45;2020-05-03;5
18;23;2020-11-12;0
53;34;2020-01-10;3
58;39;2020-08-04;15
92;42;2021-01-06;1
44;28;2020-02-03;19
60;74;2020-07-03;8
82;78;2020-11-10;13
49;65;2020-12-21;2
93;18;2020-01-30;18
62;95;2020-10-14;8
88;50;2020-07-04;6
99;59;2020-06-06;7
84;97;2020-09-17;4
22;40;2020-11-11;6
92;48;2020-05-07;19
53;59;2020-10-19;17
43;75;2020-03-06;14
18;32;2020-05-15;11
65;80;2020-12-03;9
64;93;2020-03-19;16
13;96;2020-01-23;10
96;48;2020-05-11;13
35;10;2020-11-08;1
92;38;2020-09-10;3
21;60;2020-03-25;17
89;29;2020-12-08;4
50;70;2020-04-29;19
40;65;2020-11-29;13
23;28;2020-01-26;13
17;18;2020-08-03;6
94;55;2020-05-07;10
69;63;2020-09-05;6
12;35;2020-02-17;7
10;49;2020-12-09;6
19;28;2020-07-19;8
13;51;2020-01-22;17
53;41;2020-05-11;11
53;31;2020-12-03;2
86;39;2021-01-03;1
24;54;2020-06-12;15
80;88;2020-12-30;11
74;83;2020-06-05;4
84;18;2020-02-23;2
10;27;2020-01-15;19
60;82;2020-08-16;0
63;14;2020-07-10;6
50;66;2020-02-07;16
14;87;2020-03-06;13
63;61;2020-05-11;8
85;55;2020-03-01;4
68;69;2020-05-30;7
10;89;2020-01-24;2
33;96;2020-12-20;6
35;36;2020-05-07;14
81;30;2020-03-09;15
68;15;2020-09-07;0
78;64;2020-10-09;7
67;73;2020-11-25;16
99;99;2020-04-01;9
11;14;2020-03-02;9
56;47;2020-04-07;14
56;21;2020-02-25;5
77;59;2020-10-27;17
23;86;2020-07-04;1
43;32;2020-07-07;9
74;62;2020-05-23;8
24;10;2020-12-21;15
51;82;2020-05-23;15
71;72;2020-05-27;7
64;98;2020-05-26;13
57;26;2020-04-29;7
74;10;2020-12-22;2
46;86;2020-12-03;7
74;82;2020-09-26;16
35;25;2020-06-21;1
94;61;2020-08-16;14
54;65;2020-07-05;8
81;22;2020-07-24;10
57;62;2020-06-08;15
46;99;2020-03-04;1
54;65;2021-01-07;11
50;91;2021-01-10;5
87;89;2020-06-19;0
12;96;2020-11-08;18
33;53;2020-06-27;6
36;45;2020-04-15;7
17;13;2020-05-21;4
87;24;2020-12-09;8
24;90;2020-06-01;16
93;26;2020-03-10;16
94;18;2020-09-24;9
72;44;2020-08-04;12
12;78;2020-10-09;3
95;46;2020-03-05;5
85;63;2020-09-15;7
91;40;2020-09-10;5
86;13;2020-01-01;11
74;82;2020-10-02;4
70;69;2020-10-22;3
20;88;2020-09-24;9
21;62;2020-08-15;12
57;28;2020-09-10;2
87;36;2020-12-19;4
36;43;2020-02-16;3
35;46;2020-09-29;10
18;52;2020-04-23;4
93;21;2020-12-15;4
78;49;2020-09-02;17
87;93;2020-06-23;19
37;69;2020-10-09;4
80;83;2020-01-15;16
77;47;2021-01-02;8
56;66;2020-10-18;17
82;82;2020-04-20;19
78;24;2020-09-20;7
17;20;2020-02-21;17
19;54;2020-03-01;5
87;32;2020-09-22;13
71;28;2020-03-29;18
80;82;2020-04-11;4
51;39;2020-09-29;14
46;35;2021-01-05;1
90;83;2020-11-20;7
97;30;2020-02-03;18
67;61;2020-09-20;11
51;20;2020-04-29;18
87;54;2020-03-19;4
24;85;2020-04-09;2
32;70;2020-10-28;18
83;79;2021-01-12;17
46;41;2020-10-10;4
69;23;2020-08-04;10
37;43;2020-10-04;16
58;42;2020-01-22;18
78;61;2020-08-28;12
32;29;2020-11-26;8
27;32;2020-11-20;16
16;39;2020-03-20;3
40;70;2020-07-24;19
14;87;2021-01-09;17
89;63;2020-09-24;14
90;46;2021-01-12;7
76;35;2020-09-16;9
40;28;2020-05-14;4
67;40;2020-02-01;17
56;23;2020-05-10;18
55;16;2020-05-15;11
36;33;2020-08-21;16
51;61;2020-01-28;9
62;24;2020-03-22;13
73;97;2020-06-16;15
80;39;2020-10-19;7
12;75;2020-02-18;7
88;77;2020-06-08;4
13;35;2020-04-17;15
70;22;2020-05-31;8
94;83;2020-12-19;10
68;89;2020-11-06;10
58;11;2020-07-26;18
24;25;2020-11-29;13
61;33;2020-09-12;19
83;63;2020-06-18;0
63;33;2020-04-06;2
51;14;2020-11-03;5
84;77;2020-03-31;6
32;21;2020-04-28;7
52;39;2020-01-24;19
46;63;2020-10-27;7
76;19;2020-04-18;9
39;48;2020-03-10;18
95;35;2020-05-08;0
40;58;2020-09-28;19
61;90;2020-03-13;2
19;13;2020-03-31;3
92;75;2020-06-22;4
88;94;2020-04-28;15
93;79;2020-10-09;2
75;81;2020-07-09;1
58;11;2020-06-15;10
75;50;2020-12-25;8
41;17;2020-06-08;6
21;87;2020-03-08;14
56;47;2020-01-23;2
26;89;2020-02-19;17
89;95;2020-01-06;12
63;17;2020-10-16;16
59;36;2020-04-12;19
31;39;2020-06-13;18
32;53;2020-11-28;15
59;65;2020-10-11;2
44;57;2020-10-05;18
37;32;2020-03-05;13
67;26;2020-08-07;12
37;90;2020-02-10;13
24;43;2020-08-09;0
25;73;2020-08-10;12
66;24;2020-10-11;10
17;56;2020-08-04;18
73;81;2020-10-07;1
31;83;2020-04-14;8
81;70;2020-10-01;5
89;56;2020-09-29;4
40;62;2020-08-21;18
50;33;2020-02-20;7
92;11;2020-08-02;18
47;69;2020-06-21;14
79;94;2020-08-13;10
17;32;2020-07-10;7
22;18;2020-01-15;11
48;10;2020-08-02;4
75;92;2020-08-10;0
86;14;2020-07-26;15
83;84;2020-09-18;6
18;78;2020-10-28;3
87;80;2020-08-05;17
22;26;2020-06-21;14
21;52;2020-10-28;2
15;29;2020-11-28;17
55;78;2020-07-28;8
34;47;2021-01-12;8
16;87;2020-03-05;11
33;15;2020-10-18;2
21;38;2020-07-07;16
41;52;2020-12-07;14
76;12;2020-05-20;4
75;79;2020-09-17;0
20;53;2020-08-08;3
52;95;2020-04-19;0
87;25;2020-04-22;7
